"Tissue","Cell_type","Category","Change","Chromosome","Start","End","Annotation","Gene.ID","Symbol","Correlated_Start","Correlated_End","Correlated_Annotation","Correlated_Gene.ID","Correlated_Symbol","Correlation"
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",0.652473599
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.603624393
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123536700,123537200,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.546947265
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123501465,123501965,"3' UTR",114907,"FBXO32",0.652368647
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123529294,123529794,"Promoter (2-3kb)",114907,"FBXO32",0.654448363
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123508079,123508579,"Promoter (1-2kb)",114907,"FBXO32",0.721834295
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123526977,123527477,"Exon (ENST00000520511.1/114907, exon 5 of 5)",114907,"FBXO32",0.69027874
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123496347,123496847,"Distal Intergenic",114907,"FBXO32",0.665605787
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123528734,123529234,"Promoter (2-3kb)",114907,"FBXO32",0.541761022
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123525770,123526270,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.659306447
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123534607,123535107,"Promoter (2-3kb)",114907,"FBXO32",0.534321328
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123489888,123490388,"Distal Intergenic",114907,"FBXO32",0.558651909
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",0.58188874
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123531826,123532326,"Promoter (<=1kb)",114907,"FBXO32",0.597033482
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123496955,123497455,"Distal Intergenic",114907,"FBXO32",0.57819509
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123512909,123513409,"Exon (ENST00000517956.5/114907, exon 6 of 9)",114907,"FBXO32",0.557490329
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123522064,123522564,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.695809662
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123528076,123528576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.679554917
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123523076,123523576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.684256852
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123515014,123515514,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.597640108
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123513468,123513968,"Intron (ENST00000517956.5/114907, intron 5 of 8)",114907,"FBXO32",0.63619682
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123493056,123493556,"Distal Intergenic",114907,"FBXO32",0.640610633
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123533622,123534122,"Promoter (1-2kb)",114907,"FBXO32",0.610722146
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123519752,123520252,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.671282947
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123521561,123522061,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.639208446
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123515895,123516395,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.555372367
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123505428,123505928,"Promoter (<=1kb)",114907,"FBXO32",0.506797703
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123525211,123525711,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.712086745
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123535208,123535708,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.619369604
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123540173,123540673,"Promoter (<=1kb)",114907,"FBXO32",0.595540106
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123502024,123502524,"3' UTR",114907,"FBXO32",0.578651446
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123537655,123538155,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.601400764
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123498798,123499298,"3' UTR",114907,"FBXO32",0.647961797
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123504293,123504793,"Promoter (1-2kb)",114907,"FBXO32",0.602019967
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123495609,123496109,"Distal Intergenic",114907,"FBXO32",0.651639885
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123491800,123492300,"Distal Intergenic",114907,"FBXO32",0.527053891
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123500764,123501264,"3' UTR",114907,"FBXO32",0.528548368
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123492301,123492801,"Distal Intergenic",114907,"FBXO32",0.623477644
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",123524579,123525079,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.734282114
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123514410,123514910,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.521278993
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123515895,123516395,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.579817752
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123513468,123513968,"Intron (ENST00000517956.5/114907, intron 5 of 8)",114907,"FBXO32",0.608612729
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123517744,123518244,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.58514225
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123491800,123492300,"Distal Intergenic",114907,"FBXO32",0.597079564
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123505931,123506431,"Promoter (<=1kb)",114907,"FBXO32",0.679786475
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",0.595697581
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123526286,123526786,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.747426649
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123525211,123525711,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.7387705
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123496347,123496847,"Distal Intergenic",114907,"FBXO32",0.625496041
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123504293,123504793,"Promoter (1-2kb)",114907,"FBXO32",0.61657568
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123494821,123495321,"Distal Intergenic",114907,"FBXO32",0.636594943
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123537655,123538155,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.594192535
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123518655,123519155,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.68096273
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",0.652473599
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.647348436
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123493707,123494207,"Distal Intergenic",114907,"FBXO32",0.631878105
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123508079,123508579,"Promoter (1-2kb)",114907,"FBXO32",0.693186588
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.620314234
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123512253,123512753,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.56743243
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123515014,123515514,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.612680482
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123521561,123522061,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.69071959
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123523076,123523576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.699283296
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123523679,123524179,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.689030671
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123496955,123497455,"Distal Intergenic",114907,"FBXO32",0.533876673
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123539640,123540140,"Promoter (1-2kb)",114907,"FBXO32",0.550035298
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123540173,123540673,"Promoter (<=1kb)",114907,"FBXO32",0.584112588
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123498798,123499298,"3' UTR",114907,"FBXO32",0.622109813
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123489888,123490388,"Distal Intergenic",114907,"FBXO32",0.580956371
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123494208,123494708,"Distal Intergenic",114907,"FBXO32",0.614645707
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123502573,123503073,"3' UTR",114907,"FBXO32",0.528958159
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123501465,123501965,"3' UTR",114907,"FBXO32",0.560328999
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123506764,123507264,"Promoter (<=1kb)",114907,"FBXO32",0.6378222
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123522064,123522564,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.743003138
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123536700,123537200,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.626682394
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123493056,123493556,"Distal Intergenic",114907,"FBXO32",0.660801874
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123535889,123536389,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.561730049
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123525770,123526270,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.71067116
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123528076,123528576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.663686477
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123526977,123527477,"Exon (ENST00000520511.1/114907, exon 5 of 5)",114907,"FBXO32",0.715591509
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123524579,123525079,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.71399033
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123495609,123496109,"Distal Intergenic",114907,"FBXO32",0.585712946
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123488944,123489444,"Distal Intergenic",114907,"FBXO32",0.529809868
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123512909,123513409,"Exon (ENST00000517956.5/114907, exon 6 of 9)",114907,"FBXO32",0.564508836
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123491100,123491600,"Distal Intergenic",114907,"FBXO32",0.568529648
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123503777,123504277,"Promoter (2-3kb)",114907,"FBXO32",0.677118345
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123535208,123535708,"Intron (ENST00000517956.5/114907, intron 1 of 8)",114907,"FBXO32",0.704734226
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123492301,123492801,"Distal Intergenic",114907,"FBXO32",0.597137938
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123534607,123535107,"Promoter (2-3kb)",114907,"FBXO32",0.549414885
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123519752,123520252,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.67090734
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123487769,123488269,"Distal Intergenic",114907,"FBXO32",0.57502462
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123533622,123534122,"Promoter (1-2kb)",114907,"FBXO32",0.647598512
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123528734,123529234,"Promoter (2-3kb)",114907,"FBXO32",0.620026385
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123502024,123502524,"3' UTR",114907,"FBXO32",0.522166417
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123531826,123532326,"Promoter (<=1kb)",114907,"FBXO32",0.605252165
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123529294,123529794,"Promoter (2-3kb)",114907,"FBXO32",0.655085187
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123505428,123505928,"Promoter (<=1kb)",114907,"FBXO32",0.648577256
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123520722,123521222,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.67498869
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123530811,123531311,"Promoter (<=1kb)",114907,"FBXO32",0.712839241
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123508756,123509256,"Promoter (2-3kb)",114907,"FBXO32",123500083,123500583,"3' UTR",114907,"FBXO32",0.536704707
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123498798,123499298,"3' UTR",114907,"FBXO32",0.589217408
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123493707,123494207,"Distal Intergenic",114907,"FBXO32",0.591268443
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123511041,123511541,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.647860001
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123523679,123524179,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.611409284
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123507505,123508005,"Promoter (<=1kb)",114907,"FBXO32",0.58188874
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123495609,123496109,"Distal Intergenic",114907,"FBXO32",0.573111211
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123514410,123514910,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.518553265
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123500764,123501264,"3' UTR",114907,"FBXO32",0.51179444
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123515014,123515514,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.595464915
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123523076,123523576,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.623591505
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123515895,123516395,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.505015155
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123512253,123512753,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.597895259
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123508079,123508579,"Promoter (1-2kb)",114907,"FBXO32",0.609500943
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123496955,123497455,"Distal Intergenic",114907,"FBXO32",0.516366852
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123512909,123513409,"Exon (ENST00000517956.5/114907, exon 6 of 9)",114907,"FBXO32",0.550220527
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123518655,123519155,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.684399454
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123511581,123512081,"Intron (ENST00000517956.5/114907, intron 6 of 8)",114907,"FBXO32",0.56570281
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123526977,123527477,"Exon (ENST00000520511.1/114907, exon 5 of 5)",114907,"FBXO32",0.617792476
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123540173,123540673,"Promoter (<=1kb)",114907,"FBXO32",0.602735898
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123502024,123502524,"3' UTR",114907,"FBXO32",0.543115638
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123519752,123520252,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.57144098
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123491800,123492300,"Distal Intergenic",114907,"FBXO32",0.509478744
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123520722,123521222,"Intron (ENST00000517956.5/114907, intron 4 of 8)",114907,"FBXO32",0.622964369
"Skeletal-Muscle","Skeletal Myocyte","old vs mid","DECREASE","chr8",123509581,123510081,"Promoter (2-3kb)",114907,"FBXO32",123513468,123513968,"Intron (ENST00000517956.5/114907, intron 5 of 8)",114907,"FBXO32",0.570043527
